,latitude,longitude,date,time,confidence,latitude_clean,longitude_clean
362,45.71,11.39,2023-07-23,1253,h,45.71,11.39
363,45.71,11.39,2023-07-23,1253,h,45.71,11.39
364,45.71,11.4,2023-07-23,1253,h,45.71,11.4
365,37.49,14.35,2023-07-24,1051,h,37.49,14.35
366,37.49,14.34,2023-07-24,1051,h,37.49,14.34
367,37.49,14.35,2023-07-24,1051,h,37.49,14.35
368,37.49,14.36,2023-07-24,1051,h,37.49,14.36
369,37.5,14.36,2023-07-24,1051,h,37.5,14.36
370,37.5,14.36,2023-07-24,1051,h,37.5,14.36
371,37.54,14.77,2023-07-24,1051,h,37.54,14.77
372,37.55,14.78,2023-07-24,1051,h,37.55,14.78
373,38.16,15.7,2023-07-24,1051,h,38.16,15.7
374,40.14,18.32,2023-07-24,1051,h,40.14,18.32
375,40.21,18.24,2023-07-24,1051,h,40.21,18.24
376,40.24,18.0,2023-07-24,1051,h,40.24,18.0
377,40.24,18.0,2023-07-24,1051,h,40.24,18.0
378,40.92,16.2,2023-07-24,1051,h,40.92,16.2
379,41.46,15.42,2023-07-24,1051,h,41.46,15.42
380,41.63,15.49,2023-07-24,1051,h,41.63,15.49
381,36.68,15.13,2023-07-24,1232,h,36.68,15.13
382,37.37,14.03,2023-07-24,1232,h,37.37,14.03
383,37.42,14.13,2023-07-24,1232,h,37.42,14.13
384,37.42,14.1,2023-07-24,1232,h,37.42,14.1
385,37.43,13.72,2023-07-24,1232,h,37.43,13.72
386,37.49,14.36,2023-07-24,1232,h,37.49,14.36
387,37.5,14.35,2023-07-24,1232,h,37.5,14.35
388,37.52,14.78,2023-07-24,1232,h,37.52,14.78
389,37.54,14.78,2023-07-24,1232,h,37.54,14.78
390,37.56,14.92,2023-07-24,1232,h,37.56,14.92
391,37.56,14.92,2023-07-24,1232,h,37.56,14.92
392,37.85,13.8,2023-07-24,1232,h,37.85,13.8
393,37.86,13.8,2023-07-24,1232,h,37.86,13.8
394,37.95,13.27,2023-07-24,1232,h,37.95,13.27
395,38.13,13.11,2023-07-24,1232,h,38.13,13.11
396,38.14,13.11,2023-07-24,1232,h,38.14,13.11
397,38.14,13.11,2023-07-24,1232,h,38.14,13.11
398,38.16,15.7,2023-07-24,1232,h,38.16,15.7
399,39.27,8.87,2023-07-24,1232,h,39.27,8.87
400,39.27,8.87,2023-07-24,1232,h,39.27,8.87
401,39.27,8.88,2023-07-24,1232,h,39.27,8.88
402,40.69,16.37,2023-07-24,1232,h,40.69,16.37
403,37.94,12.83,2023-07-25,52,h,37.94,12.83
404,38.03,13.29,2023-07-25,52,h,38.03,13.29
405,38.07,13.35,2023-07-25,52,h,38.07,13.35
406,38.14,12.77,2023-07-25,52,h,38.14,12.77
407,38.16,13.28,2023-07-25,52,h,38.16,13.28
408,38.16,12.76,2023-07-25,52,h,38.16,12.76
409,38.17,13.28,2023-07-25,52,h,38.17,13.28
410,38.18,13.28,2023-07-25,52,h,38.18,13.28
411,38.18,13.29,2023-07-25,52,h,38.18,13.29
412,38.18,13.28,2023-07-25,52,h,38.18,13.28
413,38.18,13.28,2023-07-25,52,h,38.18,13.28
414,38.19,13.29,2023-07-25,52,h,38.19,13.29
415,38.26,15.55,2023-07-25,52,h,38.26,15.55
416,36.8,12.04,2023-07-25,1212,h,36.8,12.04
417,36.8,12.04,2023-07-25,1212,h,36.8,12.04
418,37.05,15.12,2023-07-25,1212,h,37.05,15.12
419,37.05,15.12,2023-07-25,1212,h,37.05,15.12
420,37.18,15.15,2023-07-25,1212,h,37.18,15.15
421,37.18,15.14,2023-07-25,1212,h,37.18,15.14
422,37.25,15.08,2023-07-25,1212,h,37.25,15.08
423,37.25,15.08,2023-07-25,1212,h,37.25,15.08
424,37.25,15.09,2023-07-25,1212,h,37.25,15.09
425,37.25,14.25,2023-07-25,1212,h,37.25,14.25
426,37.26,15.1,2023-07-25,1212,h,37.26,15.1
427,37.27,15.11,2023-07-25,1212,h,37.27,15.11
428,37.55,15.04,2023-07-25,1214,h,37.55,15.04
429,37.55,15.04,2023-07-25,1214,h,37.55,15.04
430,37.57,15.13,2023-07-25,1214,h,37.57,15.13
431,37.57,15.14,2023-07-25,1214,h,37.57,15.14
432,37.63,13.67,2023-07-25,1214,h,37.63,13.67
433,37.68,14.11,2023-07-25,1214,h,37.68,14.11
434,37.68,14.12,2023-07-25,1214,h,37.68,14.12
435,37.72,15.21,2023-07-25,1214,h,37.72,15.21
436,37.72,15.13,2023-07-25,1214,h,37.72,15.13
437,37.73,15.14,2023-07-25,1214,h,37.73,15.14
438,37.77,15.2,2023-07-25,1214,h,37.77,15.2
439,37.77,15.2,2023-07-25,1214,h,37.77,15.2
440,37.78,15.2,2023-07-25,1214,h,37.78,15.2
441,37.8,13.89,2023-07-25,1214,h,37.8,13.89
442,37.81,13.89,2023-07-25,1214,h,37.81,13.89
443,37.84,13.79,2023-07-25,1214,h,37.84,13.79
444,37.85,13.79,2023-07-25,1214,h,37.85,13.79
445,37.85,13.79,2023-07-25,1214,h,37.85,13.79
446,37.85,13.78,2023-07-25,1214,h,37.85,13.78
447,37.85,13.78,2023-07-25,1214,h,37.85,13.78
448,37.85,13.78,2023-07-25,1214,h,37.85,13.78
449,37.87,13.06,2023-07-25,1214,h,37.87,13.06
450,37.88,13.82,2023-07-25,1214,h,37.88,13.82
451,37.88,13.04,2023-07-25,1214,h,37.88,13.04
452,37.88,13.85,2023-07-25,1214,h,37.88,13.85
453,37.89,13.85,2023-07-25,1214,h,37.89,13.85
454,37.92,13.83,2023-07-25,1214,h,37.92,13.83
455,37.92,13.83,2023-07-25,1214,h,37.92,13.83
456,37.96,13.3,2023-07-25,1214,h,37.96,13.3
457,37.97,13.99,2023-07-25,1214,h,37.97,13.99
458,37.97,13.99,2023-07-25,1214,h,37.97,13.99
459,37.97,14.0,2023-07-25,1214,h,37.97,14.0
460,37.99,14.0,2023-07-25,1214,h,37.99,14.0
461,37.99,14.02,2023-07-25,1214,h,37.99,14.02
462,37.99,14.01,2023-07-25,1214,h,37.99,14.01
463,37.99,14.0,2023-07-25,1214,h,37.99,14.0
464,38.0,14.03,2023-07-25,1214,h,38.0,14.03
465,38.0,14.03,2023-07-25,1214,h,38.0,14.03
466,38.0,14.03,2023-07-25,1214,h,38.0,14.03
467,38.0,14.03,2023-07-25,1214,h,38.0,14.03
468,38.01,15.33,2023-07-25,1214,h,38.01,15.33
469,38.04,13.18,2023-07-25,1214,h,38.04,13.18
470,38.04,13.19,2023-07-25,1214,h,38.04,13.19
471,38.09,15.71,2023-07-25,1214,h,38.09,15.71
472,38.09,15.79,2023-07-25,1214,h,38.09,15.79
473,38.1,14.99,2023-07-25,1214,h,38.1,14.99
474,38.1,15.79,2023-07-25,1214,h,38.1,15.79
475,38.1,15.02,2023-07-25,1214,h,38.1,15.02
476,38.1,13.27,2023-07-25,1214,h,38.1,13.27
477,38.1,15.71,2023-07-25,1214,h,38.1,15.71
478,38.1,13.27,2023-07-25,1214,h,38.1,13.27
479,38.1,14.99,2023-07-25,1214,h,38.1,14.99
480,38.1,15.02,2023-07-25,1214,h,38.1,15.02
481,38.11,15.0,2023-07-25,1214,h,38.11,15.0
482,38.11,15.03,2023-07-25,1214,h,38.11,15.03
483,38.11,15.0,2023-07-25,1214,h,38.11,15.0
484,38.11,13.26,2023-07-25,1214,h,38.11,13.26
485,38.11,15.01,2023-07-25,1214,h,38.11,15.01
486,38.11,13.27,2023-07-25,1214,h,38.11,13.27
487,38.11,14.99,2023-07-25,1214,h,38.11,14.99
488,38.11,13.28,2023-07-25,1214,h,38.11,13.28
489,38.11,15.02,2023-07-25,1214,h,38.11,15.02
490,38.11,15.03,2023-07-25,1214,h,38.11,15.03
491,38.11,15.0,2023-07-25,1214,h,38.11,15.0
492,38.11,15.03,2023-07-25,1214,h,38.11,15.03
493,38.11,13.28,2023-07-25,1214,h,38.11,13.28
494,38.14,16.09,2023-07-25,1214,h,38.14,16.09
495,38.14,16.1,2023-07-25,1214,h,38.14,16.1
496,38.14,16.09,2023-07-25,1214,h,38.14,16.09
497,38.14,16.1,2023-07-25,1214,h,38.14,16.1
498,38.15,16.09,2023-07-25,1214,h,38.15,16.09
499,38.16,15.71,2023-07-25,1214,h,38.16,15.71
500,38.16,15.72,2023-07-25,1214,h,38.16,15.72
501,38.26,15.54,2023-07-25,1214,h,38.26,15.54
502,38.26,15.53,2023-07-25,1214,h,38.26,15.53
503,38.27,15.53,2023-07-25,1214,h,38.27,15.53
504,38.27,15.54,2023-07-25,1214,h,38.27,15.54
505,38.28,15.55,2023-07-25,1214,h,38.28,15.55
506,38.28,15.55,2023-07-25,1214,h,38.28,15.55
507,39.5,16.37,2023-07-25,1214,h,39.5,16.37
508,40.25,18.2,2023-07-25,1214,h,40.25,18.2
509,37.96,15.34,2023-07-26,33,h,37.96,15.34
510,37.15,14.98,2023-07-26,35,h,37.15,14.98
511,40.07,18.35,2023-07-27,1136,h,40.07,18.35
512,39.98,9.58,2023-07-27,1316,h,39.98,9.58
513,43.84,7.54,2023-07-27,1318,h,43.84,7.54
514,44.94,7.51,2023-07-27,1318,h,44.94,7.51
515,37.21,15.17,2023-07-28,137,h,37.21,15.17
516,40.46,17.28,2023-07-28,1119,h,40.46,17.28
517,39.61,8.86,2023-07-28,1257,h,39.61,8.86
518,41.78,12.61,2023-07-29,1058,h,41.78,12.61
519,41.78,12.61,2023-07-29,1058,h,41.78,12.61
520,41.14,15.79,2023-07-29,1240,h,41.14,15.79
521,41.8,15.11,2023-07-29,1240,h,41.8,15.11
522,40.35,17.65,2023-07-30,1041,h,40.35,17.65
523,40.66,17.63,2023-07-30,1041,h,40.66,17.63
524,40.66,17.63,2023-07-30,1041,h,40.66,17.63
525,37.47,13.5,2023-07-30,1219,h,37.47,13.5
526,37.21,13.92,2023-07-31,1200,h,37.21,13.92
527,37.21,13.92,2023-07-31,1200,h,37.21,13.92
528,39.25,9.2,2023-08-01,1323,h,39.25,9.2
529,37.16,14.16,2023-08-02,1121,h,37.16,14.16
530,37.17,14.17,2023-08-02,1121,h,37.17,14.17
531,37.16,14.18,2023-08-02,1304,h,37.16,14.18
532,37.16,14.19,2023-08-02,1304,h,37.16,14.19
533,37.18,14.18,2023-08-02,1304,h,37.18,14.18
534,37.18,14.19,2023-08-02,1304,h,37.18,14.19
535,37.19,14.19,2023-08-02,1304,h,37.19,14.19
536,37.41,13.98,2023-08-02,1304,h,37.41,13.98
537,37.41,13.98,2023-08-02,1304,h,37.41,13.98
538,37.95,12.61,2023-08-02,1304,h,37.95,12.61
539,39.34,8.93,2023-08-02,1304,h,39.34,8.93
540,37.69,15.17,2023-08-03,1104,h,37.69,15.17
541,37.69,15.17,2023-08-03,1104,h,37.69,15.17
542,38.94,17.07,2023-08-03,1104,h,38.94,17.07
543,40.68,16.75,2023-08-03,1104,h,40.68,16.75
544,40.68,16.75,2023-08-03,1104,h,40.68,16.75
545,41.02,16.0,2023-08-03,1104,h,41.02,16.0
546,41.24,15.8,2023-08-03,1104,h,41.24,15.8
547,41.64,15.5,2023-08-03,1104,h,41.64,15.5
548,41.65,15.56,2023-08-03,1104,h,41.65,15.56
549,37.3,14.04,2023-08-03,1244,h,37.3,14.04
550,37.31,14.04,2023-08-03,1244,h,37.31,14.04
551,37.57,14.3,2023-08-03,1244,h,37.57,14.3
552,40.45,17.31,2023-08-03,1246,h,40.45,17.31
553,40.45,17.31,2023-08-03,1246,h,40.45,17.31
554,40.46,17.31,2023-08-03,1246,h,40.46,17.31
555,40.81,16.56,2023-08-03,1246,h,40.81,16.56
556,40.81,16.56,2023-08-03,1246,h,40.81,16.56
557,40.81,16.56,2023-08-03,1246,h,40.81,16.56
558,41.0,15.75,2023-08-03,1246,h,41.0,15.75
559,41.0,15.75,2023-08-03,1246,h,41.0,15.75
560,41.1,15.59,2023-08-03,1246,h,41.1,15.59
561,41.1,15.59,2023-08-03,1246,h,41.1,15.59
562,39.07,17.1,2023-08-04,1045,h,39.07,17.1
563,39.07,17.1,2023-08-04,1045,h,39.07,17.1
564,40.92,16.13,2023-08-04,1045,h,40.92,16.13
565,40.93,16.13,2023-08-04,1045,h,40.93,16.13
566,41.46,15.36,2023-08-04,1045,h,41.46,15.36
567,41.54,15.55,2023-08-04,1045,h,41.54,15.55
568,41.82,15.13,2023-08-04,1045,h,41.82,15.13
569,39.35,9.56,2023-08-06,26,h,39.35,9.56
570,39.85,9.51,2023-08-06,206,h,39.85,9.51
571,39.27,9.57,2023-08-06,1147,h,39.27,9.57
572,39.13,8.47,2023-08-06,1329,h,39.13,8.47
573,39.13,8.47,2023-08-06,1329,h,39.13,8.47
574,39.13,8.47,2023-08-06,1329,h,39.13,8.47
575,39.23,9.21,2023-08-06,1329,h,39.23,9.21
576,39.24,9.21,2023-08-06,1329,h,39.24,9.21
577,39.28,9.59,2023-08-06,1329,h,39.28,9.59
578,39.28,9.59,2023-08-06,1329,h,39.28,9.59
579,39.28,9.59,2023-08-06,1329,h,39.28,9.59
580,39.28,9.56,2023-08-06,1329,h,39.28,9.56
581,39.28,9.58,2023-08-06,1329,h,39.28,9.58
582,40.6,9.74,2023-08-06,1329,h,40.6,9.74
583,40.6,9.74,2023-08-06,1329,h,40.6,9.74
584,40.6,9.73,2023-08-06,1329,h,40.6,9.73
585,40.61,9.75,2023-08-06,1329,h,40.61,9.75
586,40.61,9.74,2023-08-06,1329,h,40.61,9.74
587,40.61,9.72,2023-08-06,1329,h,40.61,9.72
588,40.61,9.75,2023-08-06,1329,h,40.61,9.75
589,40.61,9.74,2023-08-06,1329,h,40.61,9.74
590,40.61,9.72,2023-08-06,1329,h,40.61,9.72
591,40.61,9.71,2023-08-06,1329,h,40.61,9.71
592,40.62,9.73,2023-08-06,1329,h,40.62,9.73
593,40.62,9.74,2023-08-06,1329,h,40.62,9.74
594,40.62,9.73,2023-08-06,1329,h,40.62,9.73
595,40.62,9.71,2023-08-06,1329,h,40.62,9.71
596,44.94,7.51,2023-08-06,1331,h,44.94,7.51
597,41.79,15.18,2023-08-07,145,h,41.79,15.18
598,41.79,15.18,2023-08-07,145,h,41.79,15.18
599,41.8,15.18,2023-08-07,145,h,41.8,15.18
600,37.05,15.1,2023-08-07,1128,h,37.05,15.1
601,39.18,9.57,2023-08-07,1130,h,39.18,9.57
602,37.66,13.11,2023-08-07,1310,h,37.66,13.11
603,37.66,13.11,2023-08-07,1310,h,37.66,13.11
604,37.1,14.4,2023-08-08,1110,h,37.1,14.4
605,37.1,14.4,2023-08-08,1110,h,37.1,14.4
606,39.07,17.0,2023-08-08,1253,h,39.07,17.0
607,39.07,17.0,2023-08-08,1253,h,39.07,17.0
608,40.88,16.21,2023-08-09,1051,h,40.88,16.21
609,41.76,15.36,2023-08-09,1051,h,41.76,15.36
610,37.89,13.13,2023-08-09,1232,h,37.89,13.13
611,40.28,16.73,2023-08-09,1232,h,40.28,16.73
612,40.28,16.72,2023-08-09,1232,h,40.28,16.72
613,40.63,16.83,2023-08-10,1034,h,40.63,16.83
614,40.63,16.83,2023-08-10,1034,h,40.63,16.83
615,37.38,14.49,2023-08-12,1136,h,37.38,14.49
616,37.05,15.15,2023-08-13,1117,h,37.05,15.15
617,37.26,14.58,2023-08-13,1117,h,37.26,14.58
618,37.26,14.59,2023-08-13,1117,h,37.26,14.59
619,37.26,14.0,2023-08-13,1117,h,37.26,14.0
620,37.27,14.0,2023-08-13,1117,h,37.27,14.0
621,41.25,15.62,2023-08-13,1119,h,41.25,15.62
622,37.03,14.5,2023-08-13,1255,h,37.03,14.5
623,37.85,13.09,2023-08-13,1257,h,37.85,13.09
624,41.75,15.06,2023-08-13,1257,h,41.75,15.06
625,37.4,14.62,2023-08-14,1058,h,37.4,14.62
626,37.83,12.92,2023-08-14,1058,h,37.83,12.92
627,37.83,12.92,2023-08-14,1058,h,37.83,12.92
628,39.74,16.15,2023-08-14,1058,h,39.74,16.15
629,39.75,16.15,2023-08-14,1058,h,39.75,16.15
630,40.93,15.93,2023-08-14,1058,h,40.93,15.93
631,40.93,15.93,2023-08-14,1058,h,40.93,15.93
632,40.93,15.93,2023-08-14,1058,h,40.93,15.93
633,40.93,15.93,2023-08-14,1058,h,40.93,15.93
634,40.94,15.93,2023-08-14,1058,h,40.94,15.93
635,41.02,15.73,2023-08-14,1058,h,41.02,15.73
636,41.65,15.49,2023-08-14,1240,h,41.65,15.49
637,41.71,15.11,2023-08-14,1240,h,41.71,15.11
638,41.45,15.79,2023-08-15,1041,h,41.45,15.79
639,41.45,15.79,2023-08-15,1041,h,41.45,15.79
640,37.34,14.93,2023-08-16,1200,h,37.34,14.93
641,37.86,12.97,2023-08-16,1200,h,37.86,12.97
642,40.5,17.83,2023-08-16,1202,h,40.5,17.83
643,37.91,12.57,2023-08-17,1142,h,37.91,12.57
644,37.79,12.75,2023-08-18,1121,h,37.79,12.75
645,37.79,12.75,2023-08-18,1121,h,37.79,12.75
646,37.87,13.14,2023-08-18,1121,h,37.87,13.14
647,37.89,13.01,2023-08-18,1304,h,37.89,13.01
648,37.52,13.77,2023-08-19,1104,h,37.52,13.77
649,37.75,14.4,2023-08-19,1104,h,37.75,14.4
650,37.83,12.62,2023-08-19,1104,h,37.83,12.62
651,40.73,16.51,2023-08-19,1104,h,40.73,16.51
652,40.82,16.21,2023-08-19,1104,h,40.82,16.21
653,40.86,16.16,2023-08-19,1104,h,40.86,16.16
654,41.05,15.67,2023-08-19,1104,h,41.05,15.67
655,41.69,15.85,2023-08-19,1104,h,41.69,15.85
656,41.69,15.84,2023-08-19,1104,h,41.69,15.84
657,37.12,14.46,2023-08-19,1244,h,37.12,14.46
658,37.12,14.37,2023-08-19,1244,h,37.12,14.37
659,37.12,14.47,2023-08-19,1244,h,37.12,14.47
660,37.34,14.55,2023-08-19,1244,h,37.34,14.55
661,37.85,14.91,2023-08-19,1244,h,37.85,14.91
662,40.74,15.81,2023-08-19,1246,h,40.74,15.81
663,40.9,16.25,2023-08-19,1246,h,40.9,16.25
664,40.9,16.25,2023-08-19,1246,h,40.9,16.25
665,40.06,18.25,2023-08-20,1045,h,40.06,18.25
666,40.68,16.98,2023-08-20,1045,h,40.68,16.98
667,42.01,14.72,2023-08-20,1045,h,42.01,14.72
668,40.06,18.24,2023-08-20,1225,h,40.06,18.24
669,41.1,14.35,2023-08-20,1225,h,41.1,14.35
670,43.86,7.77,2023-08-22,26,h,43.86,7.77
671,37.64,13.27,2023-08-22,206,h,37.64,13.27
672,37.71,12.7,2023-08-22,1149,h,37.71,12.7
673,38.03,16.07,2023-08-22,1149,h,38.03,16.07
674,43.89,7.84,2023-08-22,1149,h,43.89,7.84
675,43.89,7.83,2023-08-22,1149,h,43.89,7.83
676,41.16,13.89,2023-08-23,145,h,41.16,13.89
677,41.17,13.89,2023-08-23,145,h,41.17,13.89
678,38.16,15.74,2023-08-23,1128,h,38.16,15.74
679,37.8,13.95,2023-08-23,1310,h,37.8,13.95
680,36.94,14.72,2023-08-24,1110,h,36.94,14.72
681,37.48,13.24,2023-08-24,1110,h,37.48,13.24
682,37.48,13.23,2023-08-24,1110,h,37.48,13.23
683,37.84,12.7,2023-08-24,1110,h,37.84,12.7
684,40.96,14.86,2023-08-24,1110,h,40.96,14.86
685,40.97,14.86,2023-08-24,1110,h,40.97,14.86
686,37.2,14.11,2023-08-24,1251,h,37.2,14.11
687,37.48,13.24,2023-08-24,1251,h,37.48,13.24
688,37.82,12.91,2023-08-24,1251,h,37.82,12.91
689,37.82,12.91,2023-08-24,1251,h,37.82,12.91
690,37.84,12.7,2023-08-24,1251,h,37.84,12.7
691,37.92,12.6,2023-08-24,1251,h,37.92,12.6
692,37.92,12.71,2023-08-24,1251,h,37.92,12.71
693,37.99,12.68,2023-08-24,1251,h,37.99,12.68
694,38.21,16.16,2023-08-24,1251,h,38.21,16.16
695,40.25,14.99,2023-08-24,1253,h,40.25,14.99
696,40.72,14.8,2023-08-24,1253,h,40.72,14.8
697,40.72,14.8,2023-08-24,1253,h,40.72,14.8
698,40.87,16.16,2023-08-24,1253,h,40.87,16.16
699,40.61,16.61,2023-08-25,1051,h,40.61,16.61
700,40.78,16.55,2023-08-25,1051,h,40.78,16.55
701,40.78,16.54,2023-08-25,1051,h,40.78,16.54
702,40.79,16.64,2023-08-25,1051,h,40.79,16.64
703,40.79,16.64,2023-08-25,1051,h,40.79,16.64
704,41.4,13.68,2023-08-25,1051,h,41.4,13.68
705,41.41,13.69,2023-08-25,1051,h,41.41,13.69
706,41.41,13.69,2023-08-25,1051,h,41.41,13.69
707,37.84,12.94,2023-08-25,1232,h,37.84,12.94
708,39.03,17.15,2023-08-25,1232,h,39.03,17.15
709,45.15,9.94,2023-08-26,230,h,45.15,9.94
710,37.84,12.93,2023-08-26,1214,h,37.84,12.93
711,37.57,13.42,2023-08-27,1153,h,37.57,13.42
712,37.85,15.05,2023-08-27,1153,h,37.85,15.05
713,37.86,12.79,2023-08-27,1153,h,37.86,12.79
714,37.88,12.79,2023-08-27,1153,h,37.88,12.79
715,37.9,13.23,2023-08-27,1153,h,37.9,13.23
716,37.9,13.29,2023-08-27,1153,h,37.9,13.29
717,38.07,12.82,2023-08-27,1153,h,38.07,12.82
718,38.1,12.7,2023-08-27,1153,h,38.1,12.7
719,40.72,16.5,2023-08-27,1153,h,40.72,16.5
720,41.02,14.76,2023-08-27,1153,h,41.02,14.76
721,41.76,15.42,2023-08-27,1155,h,41.76,15.42
722,41.5,13.1,2023-08-28,11,h,41.5,13.1
723,41.51,13.1,2023-08-28,11,h,41.51,13.1
