,latitude,longitude,date,time,confidence,latitude_clean,longitude_clean
724,37.79,13.07,2023-08-28,13,h,37.79,13.07
725,37.84,13.11,2023-08-28,13,h,37.84,13.11
726,37.87,12.79,2023-08-28,13,h,37.87,12.79
727,37.87,12.79,2023-08-28,13,h,37.87,12.79
728,37.91,12.77,2023-08-28,13,h,37.91,12.77
729,37.92,13.32,2023-08-28,13,h,37.92,13.32
730,37.93,12.95,2023-08-28,13,h,37.93,12.95
731,37.78,13.08,2023-08-28,154,h,37.78,13.08
732,37.78,13.08,2023-08-28,154,h,37.78,13.08
733,38.14,14.92,2023-08-28,154,h,38.14,14.92
734,38.14,14.92,2023-08-28,154,h,38.14,14.92
735,39.86,15.83,2023-08-28,154,h,39.86,15.83
736,37.16,14.11,2023-08-29,1255,h,37.16,14.11
737,41.04,16.27,2023-08-29,1257,h,41.04,16.27
738,41.04,16.27,2023-08-29,1257,h,41.04,16.27
739,41.06,16.15,2023-08-29,1257,h,41.06,16.15
740,41.06,16.15,2023-08-29,1257,h,41.06,16.15
741,40.38,18.17,2023-08-30,1058,h,40.38,18.17
742,40.06,18.19,2023-08-30,1238,h,40.06,18.19
743,40.32,16.42,2023-08-30,1238,h,40.32,16.42
744,41.41,15.73,2023-08-31,1041,h,41.41,15.73
745,41.42,15.73,2023-08-31,1041,h,41.42,15.73
746,41.73,15.21,2023-09-01,1202,h,41.73,15.21
747,37.81,13.12,2023-09-03,1121,h,37.81,13.12
748,37.82,13.12,2023-09-03,1121,h,37.82,13.12
749,37.82,13.11,2023-09-03,1121,h,37.82,13.11
750,37.8,13.13,2023-09-03,1304,h,37.8,13.13
751,37.8,13.13,2023-09-03,1304,h,37.8,13.13
752,43.56,10.67,2023-09-03,1304,h,43.56,10.67
753,38.97,17.01,2023-09-04,1104,h,38.97,17.01
754,39.47,16.98,2023-09-04,1104,h,39.47,16.98
755,39.47,16.98,2023-09-04,1104,h,39.47,16.98
756,39.48,16.87,2023-09-04,1104,h,39.48,16.87
757,39.49,16.87,2023-09-04,1104,h,39.49,16.87
758,40.38,16.72,2023-09-04,1104,h,40.38,16.72
759,40.38,16.72,2023-09-04,1104,h,40.38,16.72
760,40.38,16.72,2023-09-04,1104,h,40.38,16.72
761,40.38,16.63,2023-09-04,1104,h,40.38,16.63
762,38.96,16.99,2023-09-04,1244,h,38.96,16.99
763,40.38,16.64,2023-09-04,1244,h,40.38,16.64
764,41.8,15.82,2023-09-04,1246,h,41.8,15.82
765,40.94,14.05,2023-09-05,1045,h,40.94,14.05
766,37.56,15.1,2023-09-05,1225,h,37.56,15.1
767,39.77,15.85,2023-09-05,1225,h,39.77,15.85
768,41.32,13.8,2023-09-08,1130,h,41.32,13.8
769,45.46,10.46,2023-09-08,1312,h,45.46,10.46
770,37.88,12.52,2023-09-09,1110,h,37.88,12.52
771,41.04,14.52,2023-09-09,1110,h,41.04,14.52
772,41.85,12.38,2023-09-09,1113,h,41.85,12.38
773,42.49,12.11,2023-09-09,1113,h,42.49,12.11
774,37.54,13.82,2023-09-09,1251,h,37.54,13.82
775,37.83,12.92,2023-09-09,1251,h,37.83,12.92
776,41.63,15.45,2023-09-09,1253,h,41.63,15.45
777,41.85,12.38,2023-09-09,1253,h,41.85,12.38
778,41.85,12.38,2023-09-09,1253,h,41.85,12.38
779,39.71,16.09,2023-09-10,1051,h,39.71,16.09
780,39.72,16.09,2023-09-10,1051,h,39.72,16.09
781,40.21,17.93,2023-09-10,1051,h,40.21,17.93
782,40.21,17.93,2023-09-10,1051,h,40.21,17.93
783,41.35,15.33,2023-09-10,1051,h,41.35,15.33
784,37.43,13.33,2023-09-10,1232,h,37.43,13.33
785,39.06,16.93,2023-09-10,1232,h,39.06,16.93
786,39.06,16.93,2023-09-10,1232,h,39.06,16.93
787,40.0,18.37,2023-09-10,1232,h,40.0,18.37
788,40.52,16.68,2023-09-10,1232,h,40.52,16.68
789,45.14,9.94,2023-09-12,30,h,45.14,9.94
790,39.77,16.32,2023-09-12,1153,h,39.77,16.32
791,40.63,16.66,2023-09-12,1153,h,40.63,16.66
792,43.92,7.88,2023-09-12,1336,h,43.92,7.88
793,36.74,14.99,2023-09-13,1134,h,36.74,14.99
794,37.39,14.27,2023-09-13,1134,h,37.39,14.27
795,37.15,13.85,2023-09-14,1117,h,37.15,13.85
796,37.15,13.85,2023-09-14,1117,h,37.15,13.85
797,37.24,14.18,2023-09-14,1117,h,37.24,14.18
798,37.25,14.18,2023-09-14,1117,h,37.25,14.18
799,37.25,14.18,2023-09-14,1117,h,37.25,14.18
800,37.32,14.06,2023-09-14,1117,h,37.32,14.06
801,37.33,14.14,2023-09-14,1117,h,37.33,14.14
802,37.39,14.55,2023-09-14,1117,h,37.39,14.55
803,37.45,13.99,2023-09-14,1117,h,37.45,13.99
804,43.97,11.11,2023-09-14,1117,h,43.97,11.11
805,43.97,11.11,2023-09-14,1117,h,43.97,11.11
806,37.33,14.08,2023-09-14,1255,h,37.33,14.08
807,37.47,14.1,2023-09-14,1255,h,37.47,14.1
808,37.63,13.85,2023-09-14,1255,h,37.63,13.85
809,37.83,13.33,2023-09-14,1255,h,37.83,13.33
810,37.84,13.33,2023-09-14,1255,h,37.84,13.33
811,37.88,13.27,2023-09-14,1255,h,37.88,13.27
812,37.88,13.26,2023-09-14,1255,h,37.88,13.26
813,37.88,13.27,2023-09-14,1255,h,37.88,13.27
814,37.88,13.27,2023-09-14,1255,h,37.88,13.27
815,37.89,13.2,2023-09-14,1255,h,37.89,13.2
816,37.89,13.2,2023-09-14,1255,h,37.89,13.2
817,37.89,13.2,2023-09-14,1255,h,37.89,13.2
818,37.89,13.1,2023-09-14,1255,h,37.89,13.1
819,45.48,10.21,2023-09-14,1257,h,45.48,10.21
820,45.48,10.21,2023-09-14,1257,h,45.48,10.21
821,37.42,14.98,2023-09-15,1238,h,37.42,14.98
822,38.96,16.26,2023-09-15,1238,h,38.96,16.26
823,41.57,15.5,2023-09-15,1238,h,41.57,15.5
824,41.66,15.03,2023-09-15,1238,h,41.66,15.03
825,40.7,16.61,2023-09-18,1142,h,40.7,16.61
826,37.48,13.73,2023-09-19,1121,h,37.48,13.73
827,37.72,12.98,2023-09-19,1121,h,37.72,12.98
828,37.79,12.94,2023-09-19,1121,h,37.79,12.94
829,37.97,13.22,2023-09-19,1121,h,37.97,13.22
830,40.62,16.42,2023-09-19,1121,h,40.62,16.42
831,40.75,16.33,2023-09-19,1121,h,40.75,16.33
832,40.82,16.0,2023-09-19,1121,h,40.82,16.0
833,40.99,15.82,2023-09-19,1121,h,40.99,15.82
834,41.27,15.28,2023-09-19,1123,h,41.27,15.28
835,37.21,14.0,2023-09-19,1301,h,37.21,14.0
836,37.21,14.0,2023-09-19,1301,h,37.21,14.0
837,37.9,13.25,2023-09-19,1304,h,37.9,13.25
838,37.9,13.25,2023-09-19,1304,h,37.9,13.25
839,37.91,13.25,2023-09-19,1304,h,37.91,13.25
840,38.19,15.76,2023-09-20,1104,h,38.19,15.76
841,37.96,13.97,2023-09-22,43,h,37.96,13.97
842,37.72,13.37,2023-09-22,1206,h,37.72,13.37
843,37.9,13.07,2023-09-22,1206,h,37.9,13.07
844,37.9,13.07,2023-09-22,1206,h,37.9,13.07
845,37.97,13.94,2023-09-22,1206,h,37.97,13.94
846,37.98,13.94,2023-09-22,1206,h,37.98,13.94
847,38.0,13.97,2023-09-22,1206,h,38.0,13.97
848,38.0,13.97,2023-09-22,1206,h,38.0,13.97
849,38.01,13.97,2023-09-22,1206,h,38.01,13.97
850,38.01,13.97,2023-09-22,1206,h,38.01,13.97
851,38.01,13.98,2023-09-22,1206,h,38.01,13.98
852,38.01,13.98,2023-09-22,1206,h,38.01,13.98
853,38.02,13.16,2023-09-22,1206,h,38.02,13.16
854,38.02,13.41,2023-09-22,1206,h,38.02,13.41
855,38.02,13.15,2023-09-22,1206,h,38.02,13.15
856,38.02,13.43,2023-09-22,1206,h,38.02,13.43
857,38.02,13.16,2023-09-22,1206,h,38.02,13.16
858,38.02,13.16,2023-09-22,1206,h,38.02,13.16
859,38.04,12.76,2023-09-22,1206,h,38.04,12.76
860,38.05,13.47,2023-09-22,1206,h,38.05,13.47
861,38.07,12.74,2023-09-22,1206,h,38.07,12.74
862,38.14,13.26,2023-09-22,1206,h,38.14,13.26
863,38.23,15.71,2023-09-22,1206,h,38.23,15.71
864,38.9,16.38,2023-09-22,1206,h,38.9,16.38
865,39.6,15.89,2023-09-22,1206,h,39.6,15.89
866,38.0,13.99,2023-09-23,26,h,38.0,13.99
867,38.01,13.94,2023-09-23,26,h,38.01,13.94
868,38.01,13.94,2023-09-23,26,h,38.01,13.94
869,38.08,15.05,2023-09-23,26,h,38.08,15.05
870,38.13,15.01,2023-09-23,26,h,38.13,15.01
871,38.13,15.0,2023-09-23,26,h,38.13,15.0
872,38.13,15.25,2023-09-23,26,h,38.13,15.25
873,38.14,15.25,2023-09-23,26,h,38.14,15.25
874,38.14,15.25,2023-09-23,26,h,38.14,15.25
875,38.17,14.92,2023-09-23,26,h,38.17,14.92
876,37.96,13.35,2023-09-23,206,h,37.96,13.35
877,37.18,13.98,2023-09-24,1310,h,37.18,13.98
878,37.63,14.16,2023-09-25,1110,h,37.63,14.16
879,37.45,13.56,2023-09-25,1251,h,37.45,13.56
880,37.62,14.17,2023-09-25,1251,h,37.62,14.17
881,37.63,14.16,2023-09-25,1251,h,37.63,14.16
882,37.63,14.16,2023-09-25,1251,h,37.63,14.16
883,40.38,18.18,2023-09-27,1032,h,40.38,18.18
884,39.88,16.51,2023-09-27,1212,h,39.88,16.51
885,37.44,14.51,2023-09-28,1153,h,37.44,14.51
886,37.78,13.17,2023-09-30,1117,h,37.78,13.17
887,37.99,12.79,2023-09-30,1117,h,37.99,12.79
888,37.72,13.82,2023-09-30,1255,h,37.72,13.82
889,37.98,12.79,2023-09-30,1255,h,37.98,12.79
890,37.93,13.35,2023-10-01,1058,h,37.93,13.35
891,40.03,18.36,2023-10-01,1058,h,40.03,18.36
892,40.45,18.01,2023-10-01,1058,h,40.45,18.01
893,40.51,16.93,2023-10-01,1058,h,40.51,16.93
894,41.05,16.16,2023-10-01,1058,h,41.05,16.16
895,41.27,15.14,2023-10-01,1238,h,41.27,15.14
896,41.27,15.14,2023-10-01,1238,h,41.27,15.14
897,41.6,15.83,2023-10-01,1238,h,41.6,15.83
898,40.23,18.06,2023-10-02,1038,h,40.23,18.06
899,41.63,14.94,2023-10-02,1041,h,41.63,14.94
900,41.64,14.94,2023-10-02,1041,h,41.64,14.94
901,37.58,13.61,2023-10-03,1200,h,37.58,13.61
902,38.8,15.21,2023-10-03,1200,h,38.8,15.21
903,38.79,15.21,2023-10-05,139,h,38.79,15.21
904,37.3,14.42,2023-10-05,1121,h,37.3,14.42
905,37.72,13.04,2023-10-05,1121,h,37.72,13.04
906,37.72,13.04,2023-10-05,1121,h,37.72,13.04
907,37.86,13.22,2023-10-05,1121,h,37.86,13.22
908,37.86,13.23,2023-10-05,1121,h,37.86,13.23
909,37.88,13.14,2023-10-05,1121,h,37.88,13.14
910,37.31,14.42,2023-10-05,1301,h,37.31,14.42
911,37.31,14.42,2023-10-05,1301,h,37.31,14.42
912,38.79,15.21,2023-10-06,122,h,38.79,15.21
913,38.8,15.21,2023-10-06,122,h,38.8,15.21
914,37.65,13.95,2023-10-06,1104,h,37.65,13.95
915,37.65,13.94,2023-10-06,1104,h,37.65,13.94
916,37.65,13.95,2023-10-06,1104,h,37.65,13.95
917,37.66,13.95,2023-10-06,1104,h,37.66,13.95
918,41.06,15.72,2023-10-06,1104,h,41.06,15.72
919,41.47,15.65,2023-10-06,1104,h,41.47,15.65
920,41.17,15.17,2023-10-06,1244,h,41.17,15.17
921,41.17,15.17,2023-10-06,1244,h,41.17,15.17
922,41.29,15.13,2023-10-06,1244,h,41.29,15.13
923,40.45,18.18,2023-10-07,1043,h,40.45,18.18
924,40.45,18.17,2023-10-07,1043,h,40.45,18.17
925,40.46,18.18,2023-10-07,1043,h,40.46,18.18
926,40.45,18.18,2023-10-07,1045,h,40.45,18.18
927,40.46,18.18,2023-10-07,1045,h,40.46,18.18
928,41.29,15.4,2023-10-07,1045,h,41.29,15.4
929,38.79,15.21,2023-10-07,1225,h,38.79,15.21
930,40.51,16.57,2023-10-08,1206,h,40.51,16.57
931,41.56,12.71,2023-10-08,1206,h,41.56,12.71
932,38.79,15.2,2023-10-10,5,h,38.79,15.2
933,38.79,15.21,2023-10-10,145,h,38.79,15.21
934,37.51,13.5,2023-10-10,1128,h,37.51,13.5
935,42.27,13.96,2023-10-10,1130,h,42.27,13.96
936,37.51,13.49,2023-10-10,1308,h,37.51,13.49
937,37.56,13.59,2023-10-10,1308,h,37.56,13.59
938,37.56,13.6,2023-10-10,1308,h,37.56,13.6
939,37.87,13.55,2023-10-10,1308,h,37.87,13.55
940,37.18,14.04,2023-10-11,1110,h,37.18,14.04
941,37.36,13.73,2023-10-11,1110,h,37.36,13.73
942,37.58,13.5,2023-10-11,1110,h,37.58,13.5
943,37.59,13.5,2023-10-11,1110,h,37.59,13.5
944,37.88,12.71,2023-10-11,1110,h,37.88,12.71
945,37.94,15.99,2023-10-11,1110,h,37.94,15.99
946,37.94,15.99,2023-10-11,1110,h,37.94,15.99
947,37.94,15.99,2023-10-11,1110,h,37.94,15.99
948,37.94,15.99,2023-10-11,1110,h,37.94,15.99
949,41.49,13.35,2023-10-11,1110,h,41.49,13.35
950,37.31,14.21,2023-10-11,1251,h,37.31,14.21
951,37.31,14.21,2023-10-11,1251,h,37.31,14.21
952,37.36,13.73,2023-10-11,1251,h,37.36,13.73
953,37.37,13.66,2023-10-11,1251,h,37.37,13.66
954,37.57,13.61,2023-10-11,1251,h,37.57,13.61
955,37.59,13.49,2023-10-11,1251,h,37.59,13.49
956,37.75,13.06,2023-10-11,1251,h,37.75,13.06
957,37.79,13.38,2023-10-11,1251,h,37.79,13.38
958,37.86,12.77,2023-10-11,1251,h,37.86,12.77
959,37.87,12.77,2023-10-11,1251,h,37.87,12.77
960,37.87,12.78,2023-10-11,1251,h,37.87,12.78
961,37.87,12.77,2023-10-11,1251,h,37.87,12.77
962,37.87,12.77,2023-10-11,1251,h,37.87,12.77
963,37.88,12.71,2023-10-11,1251,h,37.88,12.71
964,38.79,15.21,2023-10-11,1251,h,38.79,15.21
965,41.49,13.35,2023-10-11,1251,h,41.49,13.35
966,41.49,13.36,2023-10-11,1251,h,41.49,13.36
967,41.49,13.35,2023-10-11,1251,h,41.49,13.35
968,41.49,13.36,2023-10-11,1251,h,41.49,13.36
969,41.49,13.37,2023-10-11,1251,h,41.49,13.37
970,37.51,14.22,2023-10-12,1049,h,37.51,14.22
971,37.52,14.22,2023-10-12,1049,h,37.52,14.22
972,40.58,16.37,2023-10-12,1051,h,40.58,16.37
973,40.6,17.2,2023-10-12,1051,h,40.6,17.2
974,40.89,15.83,2023-10-12,1051,h,40.89,15.83
975,40.89,15.83,2023-10-12,1051,h,40.89,15.83
976,40.89,15.84,2023-10-12,1051,h,40.89,15.84
977,41.5,13.37,2023-10-12,1051,h,41.5,13.37
978,41.5,13.37,2023-10-12,1051,h,41.5,13.37
979,41.94,12.13,2023-10-12,1051,h,41.94,12.13
980,37.78,13.07,2023-10-12,1232,h,37.78,13.07
981,37.78,13.06,2023-10-12,1232,h,37.78,13.06
982,37.78,13.06,2023-10-12,1232,h,37.78,13.06
983,37.79,13.06,2023-10-12,1232,h,37.79,13.06
984,41.78,15.85,2023-10-12,1232,h,41.78,15.85
985,44.88,10.33,2023-10-15,9,h,44.88,10.33
986,37.79,13.56,2023-10-16,1117,h,37.79,13.56
987,37.82,14.92,2023-10-16,1117,h,37.82,14.92
988,37.08,14.68,2023-10-16,1255,h,37.08,14.68
989,37.97,12.75,2023-10-19,1200,h,37.97,12.75
990,37.98,13.66,2023-10-20,20,h,37.98,13.66
991,37.98,13.66,2023-10-20,200,h,37.98,13.66
992,37.98,13.65,2023-10-20,200,h,37.98,13.65
993,37.98,13.66,2023-10-20,200,h,37.98,13.66
994,38.23,15.45,2023-10-20,200,h,38.23,15.45
995,38.23,15.45,2023-10-20,200,h,38.23,15.45
996,39.62,9.04,2023-10-21,1121,h,39.62,9.04
997,39.22,9.57,2023-10-21,1304,h,39.22,9.57
998,37.16,14.22,2023-10-22,1104,h,37.16,14.22
999,37.32,15.04,2023-10-22,1104,h,37.32,15.04
1000,41.2,15.46,2023-10-22,1104,h,41.2,15.46
1001,41.2,15.45,2023-10-22,1104,h,41.2,15.45
1002,38.06,16.0,2023-10-27,1110,h,38.06,16.0
1003,41.98,14.5,2023-10-27,1253,h,41.98,14.5
1004,38.15,14.88,2023-10-31,154,h,38.15,14.88
1005,37.84,12.99,2023-11-06,1121,h,37.84,12.99
1006,39.92,9.67,2023-11-06,1121,h,39.92,9.67
1007,37.88,13.48,2023-11-06,1301,h,37.88,13.48
1008,37.74,14.99,2023-11-13,1049,h,37.74,14.99
1009,37.74,15.0,2023-11-13,1049,h,37.74,15.0
1010,37.74,15.0,2023-11-13,1049,h,37.74,15.0
1011,37.74,15.0,2023-11-13,1049,h,37.74,15.0
1012,38.99,16.89,2023-11-13,1051,h,38.99,16.89
1013,38.99,16.89,2023-11-13,1051,h,38.99,16.89
1014,37.73,14.99,2023-11-13,1231,h,37.73,14.99
1015,37.74,15.0,2023-11-14,52,h,37.74,15.0
1016,37.76,13.93,2023-11-17,1117,h,37.76,13.93
1017,39.93,9.65,2023-11-17,1117,h,39.93,9.65
1018,37.98,16.03,2023-11-18,1238,h,37.98,16.03
1019,39.09,17.0,2023-11-18,1238,h,39.09,17.0
1020,45.14,9.94,2023-12-22,217,h,45.14,9.94
1021,45.13,7.31,2023-12-23,1144,h,45.13,7.31
1022,45.13,7.31,2023-12-23,1325,h,45.13,7.31
1023,45.13,7.31,2023-12-23,1325,h,45.13,7.31
1024,41.56,15.19,2023-12-24,1303,h,41.56,15.19
1025,41.56,15.19,2023-12-24,1303,h,41.56,15.19
1026,45.14,9.95,2024-01-20,1257,h,45.14,9.95
1027,45.16,7.32,2024-01-24,1325,h,45.16,7.32
1028,45.16,7.32,2024-01-24,1325,h,45.16,7.32
1029,37.72,14.61,2024-01-25,1301,h,37.72,14.61
1030,38.02,14.95,2024-02-06,1057,h,38.02,14.95
1031,37.86,14.46,2024-02-16,1110,h,37.86,14.46
1032,45.15,9.94,2024-03-06,30,h,45.15,9.94
1033,45.15,9.94,2024-03-19,1113,h,45.15,9.94
1034,45.15,9.95,2024-03-19,1113,h,45.15,9.95
1035,38.04,14.71,2024-03-24,1117,h,38.04,14.71
1036,37.99,14.84,2024-03-30,1104,h,37.99,14.84
1037,37.99,14.33,2024-03-30,1104,h,37.99,14.33
1038,39.38,16.89,2024-03-30,1104,h,39.38,16.89
1039,41.39,13.69,2024-03-30,1104,h,41.39,13.69
1040,39.61,9.59,2024-04-03,1130,h,39.61,9.59
1041,39.09,16.26,2024-04-04,1251,h,39.09,16.26
1042,39.29,16.95,2024-04-04,1251,h,39.29,16.95
1043,37.97,15.9,2024-04-13,1140,h,37.97,15.9
1044,37.49,14.78,2024-04-20,1110,h,37.49,14.78
1045,37.44,15.03,2024-04-30,1,h,37.44,15.03
1046,41.95,15.0,2024-05-04,1147,h,41.95,15.0
1047,41.88,15.84,2024-05-17,1104,h,41.88,15.84
1048,41.88,15.84,2024-05-17,1104,h,41.88,15.84
1049,44.94,7.51,2024-05-21,1310,h,44.94,7.51
1050,37.07,15.22,2024-05-22,1110,h,37.07,15.22
1051,39.88,18.27,2024-05-22,1251,h,39.88,18.27
1052,39.02,16.88,2024-05-23,1232,h,39.02,16.88
1053,37.26,13.86,2024-06-06,1308,h,37.26,13.86
1054,38.38,16.44,2024-06-07,1108,h,38.38,16.44
1055,37.58,12.74,2024-06-07,1251,h,37.58,12.74
1056,39.95,18.07,2024-06-07,1251,h,39.95,18.07
1057,39.95,18.07,2024-06-07,1251,h,39.95,18.07
1058,37.88,15.16,2024-06-08,1049,h,37.88,15.16
1059,37.88,15.16,2024-06-08,1049,h,37.88,15.16
1060,38.43,16.51,2024-06-08,1049,h,38.43,16.51
1061,38.44,16.51,2024-06-08,1049,h,38.44,16.51
1062,38.44,16.51,2024-06-08,1049,h,38.44,16.51
1063,40.16,18.12,2024-06-08,1049,h,40.16,18.12
1064,40.28,18.14,2024-06-08,1049,h,40.28,18.14
1065,40.4,18.12,2024-06-08,1049,h,40.4,18.12
1066,41.34,15.68,2024-06-08,1051,h,41.34,15.68
1067,41.34,15.68,2024-06-08,1051,h,41.34,15.68
1068,39.58,16.77,2024-06-08,1229,h,39.58,16.77
1069,39.58,16.78,2024-06-08,1229,h,39.58,16.78
1070,40.16,18.12,2024-06-08,1232,h,40.16,18.12
1071,40.16,18.12,2024-06-08,1232,h,40.16,18.12
1072,40.28,18.13,2024-06-08,1232,h,40.28,18.13
1073,40.41,18.12,2024-06-08,1232,h,40.41,18.12
1074,40.43,17.39,2024-06-08,1232,h,40.43,17.39
1075,40.43,17.39,2024-06-08,1232,h,40.43,17.39
1076,40.57,17.37,2024-06-08,1232,h,40.57,17.37
1077,37.08,14.52,2024-06-09,1212,h,37.08,14.52
1078,40.38,18.08,2024-06-09,1212,h,40.38,18.08
1079,41.02,16.21,2024-06-12,1255,h,41.02,16.21
1080,41.02,16.21,2024-06-12,1255,h,41.02,16.21
1081,40.22,18.2,2024-06-14,1217,h,40.22,18.2
